#Freeway,Station,Lanetype,Absolute_Postmile,Lanes,Direction,District,Name,California_Postmile,Latitude,Longitude
SR91-W,801517,ML,51.407,3,d,8,VAN BUREN,13.977,33.914026,-117.443515
SR91-E,807285,HOV,51.44,1,a,8,VAN BUREN,14.096,33.914872,-117.441676
SR91-E,801520,ML,51.44,3,a,8,VAN BUREN,14.096,33.914872,-117.441676
SR91-W,807272,HOV,51.497,1,d,8,VAN BUREN,14.067,33.914763,-117.442219
I405-S,774112,HOV,51.572,1,d,7,VENICE,27.8,34.010121,-118.416943
I405-S,718296,ML,51.572,5,d,7,VENICE,27.8,34.010121,-118.416943
I405-N,774099,HOV,51.582,1,a,7,VENICE,27.81,34.010379,-118.41687
I405-N,717790,ML,51.582,5,a,7,VENICE,27.81,34.010379,-118.41687
I210-E,768025,HOV,51.789,1,a,7,E/O MILLS AV,R51.5,34.119816,-117.702095
I210-W,768027,HOV,51.789,1,d,7,E/O MILLS AV,R51.5,34.120029,-117.702145
I210-E,768026,ML,51.789,4,a,7,E/O MILLS AV,R51.5,34.119816,-117.702095
I210-W,768028,ML,51.789,3,d,7,E/O MILLS AV,R51.5,34.120029,-117.702145
I405-N,772439,HOV,51.872,1,a,7,N/O VENICE,28.1,34.013859,-118.419645
I405-S,772440,HOV,51.872,1,d,7,N/O VENICE,28.1,34.01375,-118.419839
I405-N,772437,ML,51.872,6,a,7,N/O VENICE,28.1,34.013859,-118.419645
I405-S,772438,ML,51.872,6,d,7,N/O VENICE,28.1,34.01375,-118.419839
I10-W,806577,HOV,51.976,1,d,8,4TH ST,5.211,34.078035,-117.62377
I10-W,801259,ML,51.976,4,d,8,4TH ST,5.211,34.078035,-117.62377
I10-E,806584,HOV,52.057,1,a,8,4TH ST,5.292,34.077163,-117.622804
I10-E,801261,ML,52.057,4,a,8,4TH ST,5.292,34.077163,-117.622804
SR91-E,807286,HOV,52.058,1,a,8,600' E/O JACKSON,14.714,33.919915,-117.432776
SR91-E,801523,ML,52.058,4,a,8,.11 E/O JACKSON,14.714,33.919915,-117.432776
I210-E,768040,HOV,52.139,1,a,7,BASELINE RD,R51.85,34.121357,-117.696262
I210-E,768041,ML,52.139,4,a,7,BASELINE RD,R51.85,34.121357,-117.696262
I210-W,768054,HOV,52.229,1,d,7,BASELINE RD,R51.94,34.122146,-117.695126
I210-W,768055,ML,52.229,3,d,7,BASELINE RD,R51.94,34.122146,-117.695126
SR60-E,816014,HOV,52.256,1,a,8,W/O 60/91/215 IC,11.976,33.994864,-117.361067
SR60-E,816011,ML,52.256,4,a,8,W/O 60/91/215 IC,11.976,33.994864,-117.361067
I405-N,772528,HOV,52.292,1,a,7,WESTMINSTER,28.52,34.018964,-118.42366
I405-S,772529,HOV,52.292,1,d,7,WESTMINSTER,28.52,34.018854,-118.423874
I405-N,716714,ML,52.292,5,a,7,WESTMINSTER,28.52,34.018964,-118.42366
I405-S,772527,ML,52.292,5,d,7,WESTMINSTER,28.52,34.018854,-118.423874
I405-N,772457,HOV,52.312,1,a,7,PALMS BLVD,28.54,34.019206,-118.423854
I405-S,772456,HOV,52.312,1,d,7,PALMS BLVD,28.54,34.019097,-118.424066
I405-N,772455,ML,52.312,5,a,7,PALMS BLVD,28.54,34.019206,-118.423854
I405-S,772454,ML,52.312,5,d,7,PALMS BLVD,28.54,34.019097,-118.424066
I210-E,809293,HOV,52.539,1,a,8,.1 E/O CO LINE,0.1,34.124085,-117.691242
I210-E,809294,ML,52.539,3,a,8,.1 E/O CO LINE,0.1,34.124085,-117.691242
I10-W,806585,HOV,52.809,1,d,8,VINEYARD AVE,6.044,34.071145,-117.611844
I10-W,801265,ML,52.809,4,d,8,VINEYARD AVE,6.044,34.071145,-117.611844
I10-W,806576,HOV,52.887,1,d,8,VINEYARD AVE LOOP,6.122,34.070549,-117.61069
I10-W,801267,ML,52.887,4,d,8,VINEYARD AVE LOOP,6.122,34.070549,-117.61069
I405-N,772533,HOV,52.932,1,a,7,NATIONAL,29.16,34.026728,-118.429807
I405-S,772532,HOV,52.932,1,d,7,NATIONAL,29.16,34.026631,-118.430023
I405-N,718500,ML,52.932,4,a,7,NATIONAL,29.16,34.026728,-118.429807
I405-S,718297,ML,52.932,4,d,7,NATIONAL,29.16,34.026631,-118.430023
I210-E,809300,HOV,52.939,1,a,8,.5 M E/O COUNTY LINE,0.5,34.128716,-117.68609
I210-E,809301,ML,52.939,3,a,8,.5 E/O COUNTY LINE,0.5,34.128716,-117.68609
I10-W,820070,HOV,53.022,1,d,8,VINEYARD AVE,6.257,34.069681,-117.608589
I10-W,820071,ML,53.022,4,d,8,VINEYARD AVE,6.257,34.069681,-117.608589
I405-N,772539,HOV,53.272,1,a,7,S OF 10,29.5,34.030852,-118.433072
I405-S,772538,HOV,53.272,1,d,7,S OF 10,29.5,34.030752,-118.433309
I405-N,768969,ML,53.272,4,a,7,S OF 10,29.5,34.030852,-118.433072
I405-S,768968,ML,53.272,4,d,7,S OF 10,29.5,34.030752,-118.433309
I210-E,809307,HOV,53.439,1,a,8,1 M E/O CO LINE,1,34.133268,-117.678724
I210-E,809308,ML,53.439,4,a,8,1 M E/O CO LINE,1,34.133268,-117.678724
SR60-W,810380,HOV,53.513,1,d,8,DAY,13.392,33.942498,-117.277554
SR60-W,808945,ML,53.513,2,d,8,DAY,13.392,33.942498,-117.277554
SR60-E,810370,HOV,53.568,1,a,8,DAY ST E/B ON,13.447,33.942128,-117.276661
SR60-E,801394,ML,53.568,3,a,8,DAY ST E/B ON,13.447,33.942128,-117.276661
I10-E,806773,HOV,53.745,1,a,8,HOLT BLVD,6.98,34.067505,-117.596444
I10-E,806774,ML,53.745,4,a,8,HOLT BLVD,6.98,34.067505,-117.596444
I210-E,819614,HOV,53.839,1,a,8,MOUNTAIN AVE WB ON,1.4,34.134333,-117.671953
I210-E,819613,ML,53.839,5,a,8,MOUNTAIN AVE WB ON,1.4,34.134333,-117.671953
SR91-E,801536,ML,53.934,3,a,8,MADISON,16.59,33.935254,-117.405802
SR91-W,806266,HOV,54.018,1,d,8,MADISON,16.588,33.935365,-117.406008
SR91-W,801535,ML,54.02,3,d,8,MADISON,16.59,33.935381,-117.405979
I210-W,819606,HOV,54.039,1,d,8,MOUNTAIN AVE EB ON,1.6,34.134533,-117.668512
I210-W,819605,ML,54.039,4,d,8,MOUNTAIN AVE EB ON,1.6,34.134533,-117.668512
I10-W,820201,HOV,54.057,1,d,8,ARCHIBALD AVE,7.292,34.067723,-117.590995
I10-W,820202,ML,54.057,5,d,8,ARCHIBALD AVE,7.292,34.067723,-117.590995
SR91-E,807345,HOV,54.095,1,a,8,MADISON,16.751,33.936564,-117.403479
I210-E,809342,HOV,54.439,1,a,8,.4 M E/O MOUNTAIN,2,34.134219,-117.661517
I210-E,809343,ML,54.439,4,a,8,.4 M E/O MOUNTAIN,2,34.134219,-117.661517
SR60-W,810373,HOV,54.533,1,d,8,PIGEON PASS  LOOP,14.412,33.940948,-117.259999
SR60-W,801400,ML,54.533,2,d,8,PIGEON PASS  LOOP,14.412,33.940948,-117.259999
I10-E,807025,HOV,54.553,1,a,8,ARCHIBALD AVE,7.788,34.067452,-117.58236
I10-W,806617,HOV,54.553,1,d,8,ARCHIBALD AVE,7.788,34.067702,-117.582357
I10-E,807011,ML,54.553,4,a,8,ARCHIBALD AVE,7.788,34.067452,-117.58236
I10-W,801277,ML,54.553,4,d,8,ARCHIBALD AVE,7.788,34.067702,-117.582357
SR91-E,807365,HOV,54.622,1,a,8,3000' W/O ARLINGTON,17.278,33.941008,-117.396017
SR91-E,801541,ML,54.622,3,a,8,3000 W/O ARLINGTON,17.278,33.941008,-117.396017
SR60-E,810369,HOV,54.63,1,a,8,PIGEON PASS,14.509,33.940779,-117.258321
SR60-E,801402,ML,54.63,2,a,8,PIGEON PASS,14.509,33.940779,-117.258321
I10-W,806606,HOV,54.843,1,d,8,HAVEN AVE,8.078,34.067681,-117.577307
I10-W,801279,ML,54.843,4,d,8,HAVEN AVE,8.078,34.067681,-117.577307
I10-E,806108,HOV,54.873,1,a,8,HAVEN AVE LOOP,8.108,34.06745,-117.576784
I10-E,801286,ML,54.873,4,a,8,HAVEN AVE LOOP,8.108,34.06745,-117.576784
I210-E,809349,HOV,54.939,1,a,8,.9 M E/O MOUNTAIN,2.5,34.134701,-117.652818
I210-E,809350,ML,54.939,3,a,8,.9 E/O MOUNTAIN,2.5,34.134701,-117.652818
I10-E,806612,HOV,54.985,1,a,8,HAVEN AVE,8.22,34.067456,-117.574833
I10-E,801284,ML,54.985,4,a,8,HAVEN AVE,8.22,34.067456,-117.574833
I10-W,806611,HOV,54.993,1,d,8,HAVEN AVE LOOP,8.228,34.067676,-117.574695
I10-W,801282,ML,54.993,4,d,8,HAVEN AVE LOOP,8.228,34.067676,-117.574695
I210-E,809210,HOV,55.239,1,a,8,.5 M W/O CAMPUS,2.8,34.134814,-117.647585
I210-E,809211,ML,55.239,3,a,8,.5 W/O CAMPUS,2.8,34.134814,-117.647585
SR60-W,810381,HOV,55.287,1,d,8,HEACOCK,15.166,33.941149,-117.246877
SR60-W,801404,ML,55.287,2,d,8,HEACOCK,15.166,33.941149,-117.246877
I10-E,810345,HOV,55.308,1,a,8,HAVEN AVE,8.543,34.067404,-117.569207
I10-E,801288,ML,55.308,4,a,8,HAVEN AVE,8.543,34.067404,-117.569207
SR60-E,810372,HOV,55.616,1,a,8,HEACOCK,15.495,33.941022,-117.241174
SR60-E,801407,ML,55.616,2,a,8,HEACOCK,15.495,33.941022,-117.241174
I210-E,819600,HOV,55.739,1,a,8,CAMPUS STREET,R3.3,34.134887,-117.638861
I210-E,819599,ML,55.739,4,a,8,CAMPUS STREET,R3.3,34.134887,-117.638861
I210-E,809259,ML,56.039,3,a,8,.5 E/O CAMPUS,3.6,34.134867,-117.633626
SR60-E,819923,HOV,56.316,1,a,8,PERRIS WB ON,16.195,33.940195,-117.229112
SR60-E,801411,ML,56.316,2,a,8,PERRIS,16.195,33.940195,-117.229112
I210-E,809258,HOV,56.539,1,a,8,.5 M E/O CAMPUS,4.1,34.134923,-117.624903
I210-W,819659,HOV,56.539,1,d,8,CAMPUS EB ON,4.1,34.135134,-117.624922
I210-W,819654,ML,56.539,4,d,8,CAMPUS EB ON,4.1,34.135134,-117.624922
SR60-E,810371,HOV,56.723,1,a,8,PERRIS EB ONR,16.602,33.939193,-117.222169
SR60-E,810316,ML,56.723,2,a,8,PERRIS EB ONR,16.602,33.939193,-117.222169
I405-S,766956,HOV,56.812,1,d,7,SUNSET WB / CHURCH,33.04,34.073269,-118.467097
I405-S,718310,ML,56.812,4,d,7,SUNSET WB / CHURCH,33.04,34.073269,-118.467097
I210-E,819553,HOV,56.939,1,a,8,CARNELIAN WB ON,4.5,34.13486,-117.617924
I210-E,819552,ML,56.939,4,a,8,CARNELIAN WB ON,4.5,34.13486,-117.617924
I210-W,819576,HOV,57.139,1,d,8,CARNELIAN EB ON,R4.7,34.135167,-117.61445
I210-W,819575,ML,57.139,4,d,8,CARNELIAN EB ON,R4.7,34.135167,-117.61445
I405-S,768618,HOV,57.192,1,d,7,MORAGA,33.42,34.077929,-118.470781
I405-S,768619,ML,57.192,4,d,7,MORAGA,33.42,34.077929,-118.470781
I210-E,809171,HOV,57.539,1,a,8,.4M E/O CARNELIAN,5.1,34.134954,-117.607455
I210-E,809172,ML,57.539,3,a,8,.4 E/O CARNELIAN,5.1,34.134954,-117.607455
I210-E,819539,HOV,58.139,1,a,8,ARCHIBALD,5.7,34.134928,-117.596985
I210-E,819538,ML,58.139,4,a,8,ARCHIBALD,5.7,34.134928,-117.596985
I210-E,809201,HOV,58.439,1,a,8,E/B ARCHIBALD ONR,6,34.135048,-117.591753
I210-W,819546,HOV,58.439,1,d,8,E/B ARCHIBALD ONR,6,34.13531,-117.591764
I210-E,809202,ML,58.439,3,a,8,E/B ARCHIBALD ONR,6,34.135048,-117.591753
I210-W,819545,ML,58.439,4,d,8,E/B ARCHIBALD ONR,6,34.13531,-117.591764
I405-S,718313,HOV,58.502,1,d,7,GETTY / SEPULVEDA,34.73,34.096057,-118.47685
I405-S,718312,ML,58.502,4,d,7,GETTY / SEPULVEDA,34.73,34.096057,-118.47685
I210-E,819527,HOV,59.239,1,a,8,HAVEN WB ON,6.8,34.135797,-117.577842
I210-E,819526,ML,59.239,4,a,8,HAVEN WB ON,6.8,34.135797,-117.577842
I210-E,808988,HOV,59.439,1,a,8,E/B HAVEN ONR,7,34.136045,-117.574367
I210-W,819533,HOV,59.439,1,d,8,HAVEN EB ON,7,34.136311,-117.574366
I210-E,809022,ML,59.439,3,a,8,E/B HAVEN ONR,7,34.136045,-117.574367
I210-W,819532,ML,59.439,4,d,8,HAVEN EB ON,7,34.136311,-117.574366
I405-S,766954,HOV,59.572,1,d,7,BEL AIR CR,35.8,34.110424,-118.481702
I405-S,718314,ML,59.572,4,d,7,BEL AIR CR,35.8,34.110424,-118.481702
I210-E,808994,HOV,59.839,1,a,8,.5 M W/O MILLIKEN,7.4,34.136384,-117.567407
I210-E,808993,ML,59.839,3,a,8,.5 W/O MILLIKEN,7.4,34.136384,-117.567407
I210-W,809011,HOV,60.239,1,d,8,W/B MILLIKEN ONR,7.8,34.13678,-117.560431
I210-W,808998,ML,60.239,3,d,8,W/B MILLIKEN ONR,7.8,34.13678,-117.560431
I405-S,766952,HOV,60.322,1,d,7,SKIRBALL/MULHOLLAND,36.55,34.120834,-118.480151
I405-S,718315,ML,60.322,4,d,7,SKIRBALL/MULHOLLAND,36.55,34.120834,-118.480151
I210-E,809038,HOV,60.439,1,a,8,E/B MILLIKEN ONR,8,34.136461,-117.556942
I210-W,819521,HOV,60.439,1,d,8,MILLIKEN EB ON,8,34.136763,-117.556943
I210-E,809036,ML,60.439,3,a,8,E/B MILLIKEN ONR,8,34.136461,-117.556942
I210-W,819520,ML,60.439,4,d,8,MILLIKEN EB ON,8,34.136763,-117.556943
I210-E,809071,HOV,61.139,1,a,8,.75 M E/O MILLIKEN,8.7,34.136398,-117.544728
I210-E,809070,ML,61.139,3,a,8,.75 E/O MILLIKEN,8.7,34.136398,-117.544728
I210-E,816193,HOV,61.239,1,a,8,DAY CREEK WB ON,8.8,34.136385,-117.542984
I210-W,809098,HOV,61.239,1,d,8,DAY CREEK WB ON,8.8,34.13666,-117.542984
I210-E,816194,ML,61.239,3,a,8,DAY CREEK WB ON,8.8,34.136385,-117.542984
I210-W,809100,ML,61.239,3,d,8,DAY CREEK WB ON,8.8,34.13666,-117.542984
I405-S,767264,HOV,61.342,1,d,7,ROYAL RIDGE,37.57,34.133964,-118.47252
I405-S,716738,ML,61.342,5,d,7,ROYAL RIDGE,37.57,34.133964,-118.47252
I210-W,816210,HOV,61.839,1,d,8,DAY CREEK EB ON (OS),9.4,34.136608,-117.532517
I210-W,816211,ML,61.839,3,d,8,DAY CREEK EB ON (OS),9.4,34.136608,-117.532517
I405-S,767258,HOV,61.862,1,d,7,VENTURA,38.09,34.141357,-118.471507
I405-S,767262,HOV,61.912,1,d,7,WOODCREST,38.14,34.142078,-118.471554
I405-S,764754,ML,61.912,5,d,7,WOODCREST,38.14,34.142078,-118.471554
I405-S,767260,HOV,62.192,1,d,7,VALLEY VISTA,38.42,34.146041,-118.470721
I405-S,717809,ML,62.192,5,d,7,VALLEY VISTA,38.42,34.146041,-118.470721
I210-E,809125,HOV,62.439,1,a,8,.6M E/O DAY CREEK,10,34.136243,-117.52205
I210-E,809126,ML,62.439,3,a,8,.6 E/O DAY CREEK,10,34.136243,-117.52205
I405-S,717816,ML,62.862,5,d,7,VENTURA,39.09,34.155321,-118.468529
I405-N,765195,HOV,63.772,1,a,7,BURBANK 1,40,34.168209,-118.468498
I405-S,765169,HOV,63.772,1,d,7,BURBANK 1,40,34.168246,-118.468752
I405-N,767812,ML,63.772,4,a,7,BURBANK 1,40,34.168209,-118.468498
I405-S,765171,ML,63.772,4,d,7,BURBANK 1,40,34.168246,-118.468752
I405-S,767054,HOV,63.852,1,d,7,BURBANK 2,40.08,34.169308,-118.468207
I405-S,767053,ML,63.852,4,d,7,BURBANK 2,40.08,34.169308,-118.468207
I210-W,819461,HOV,64.102,1,d,8,CHERRY EB ON (OS),11.663,34.136471,-117.492893
I405-N,762565,HOV,64.102,1,a,7,BURBANK 2,40.33,34.172831,-118.467569
I210-W,819460,ML,64.102,4,d,8,CHERRY AVE,11.663,34.136471,-117.492893
I405-N,717818,ML,64.102,4,a,7,BURBANK 2,40.33,34.172831,-118.467569
I210-E,813016,HOV,64.379,1,a,8,.25 E/O 210/15 IC,11.94,34.136208,-117.487983
I210-E,810273,ML,64.379,6,a,8,.25 E/O 210/15 IC,11.94,34.136208,-117.487983
I210-W,813017,HOV,64.587,1,d,8,210@CHERRY WB,12.148,34.136485,-117.484369
I405-N,767353,HOV,64.672,1,a,7,OXNARD ST,40.9,34.180527,-118.470463
I405-S,767352,HOV,64.672,1,d,7,OXNARD ST,40.9,34.18056,-118.470784
I405-N,767351,ML,64.672,4,a,7,OXNARD ST,40.9,34.180527,-118.470463
I405-S,767350,ML,64.672,4,d,7,OXNARD ST,40.9,34.18056,-118.470784
I210-W,810266,ML,64.73,4,d,8,210 W/B 15 IC IDS,12.291,34.136499,-117.481887
I405-S,765263,HOV,65.082,1,d,7,VICTORY 1,41.31,34.185796,-118.47407
I405-S,765265,ML,65.082,4,d,7,VICTORY 1,41.31,34.185796,-118.47407
I405-N,762567,HOV,65.252,1,a,7,VICTORY,41.48,34.188192,-118.474075
I405-S,765271,HOV,65.252,1,d,7,VICTORY 2,41.48,34.188237,-118.474342
I405-N,717819,ML,65.252,4,a,7,VICTORY,41.48,34.188192,-118.474075
I405-S,765273,ML,65.252,4,d,7,VICTORY 2,41.48,34.188237,-118.474342
I405-S,717822,HOV,66.032,1,d,7,SHERMAN WAY 1,42.26,34.199504,-118.473939
I405-S,717821,ML,66.032,4,d,7,SHERMAN WAY 1,42.26,34.199504,-118.473939
I210-E,819479,HOV,66.099,1,a,8,CITRUS WB ON,13.66,34.136227,-117.458134
I210-E,819478,ML,66.099,4,a,8,CITRUS WB ON,13.66,34.136227,-117.458134
I210-W,814499,ML,66.099,3,d,8,CITRUS WB ON,13.66,34.136815,-117.458127
I405-S,764615,HOV,66.222,1,d,7,SHERMAN WAY 2,42.45,34.202228,-118.473512
I405-S,737529,ML,66.222,4,d,7,SHERMAN WAY 2,42.45,34.202228,-118.473512
I405-N,762569,HOV,66.232,1,a,7,SHERMAN WAY,42.46,34.202543,-118.473233
I405-N,717823,ML,66.232,4,a,7,SHERMAN WAY,42.46,34.202543,-118.473233
I210-E,814507,HOV,66.589,1,a,8,CITRUS EB ON,14.15,34.13611,-117.449477
I210-W,819473,HOV,66.589,1,d,8,CITRUS EB ON,14.15,34.136512,-117.449474
I210-E,814506,ML,66.589,3,a,8,210 @ CITRUS EB/ON,14.15,34.13611,-117.449477
I405-N,767369,HOV,66.972,1,a,7,STAGG ST,43.2,34.213275,-118.473134
I405-S,767368,HOV,66.972,1,d,7,STAGG ST,43.2,34.21309,-118.473357
I405-N,767367,ML,66.972,4,a,7,STAGG ST,43.2,34.213275,-118.473134
I405-S,767366,ML,66.972,4,d,7,STAGG ST,43.2,34.21309,-118.473357
I210-E,819485,HOV,67.189,1,a,8,SIERRA WB ON,14.75,34.136017,-117.438641
I210-W,814515,HOV,67.189,1,d,8,SIERRA WB ON,14.75,34.136385,-117.438636
I210-E,819484,ML,67.189,1,a,8,SIERRA WB ON,14.75,34.136017,-117.438641
I210-W,814514,ML,67.189,3,d,8,SIERRA WB ON,14.75,34.136385,-117.438636
I210-W,819492,HOV,67.319,1,d,8,SIERRA EB LOOP,14.88,0,0
I210-W,819491,ML,67.319,4,d,8,SIERRA EB LOOP,14.88,0,0
I210-W,814534,HOV,67.339,1,d,8,SIERRA WB LOOP,14.9,0,0
I210-W,814533,ML,67.339,3,d,8,SIERRA WB LOOP,14.9,0,0
I210-E,814481,HOV,67.364,1,a,8,SIERRA EB ON (T),14.925,0,0
I210-E,814480,ML,67.364,3,a,8,SIERRA EB ON (T),14.925,0,0
I405-S,762602,HOV,67.452,1,d,7,ROSCOE,43.68,34.220042,-118.473313
I405-S,717824,ML,67.452,4,d,7,ROSCOE,43.68,34.220042,-118.473313
I405-N,762571,HOV,67.642,1,a,7,ROSCOE,43.87,34.222979,-118.473083
I405-N,717825,ML,67.642,4,a,7,ROSCOE,43.87,34.222979,-118.473083
I405-S,762604,HOV,68.432,1,d,7,NORDHOFF,44.66,34.234235,-118.473205
I405-N,762573,HOV,68.642,1,a,7,NORDHOFF,44.87,34.237367,-118.472933
I405-N,717827,ML,68.642,4,a,7,NORDHOFF,44.87,34.237367,-118.472933
I405-S,768626,ML,68.642,4,d,7,NORDHOFF,44.87,34.237277,-118.473175
I405-N,771810,HOV,69.472,1,a,7,LASSEN,45.7,34.249268,-118.472234
I405-S,771809,HOV,69.472,1,d,7,LASSEN,45.7,34.249256,-118.472492
I405-N,771808,ML,69.472,4,a,7,LASSEN,45.7,34.249268,-118.472234
I405-S,771807,ML,69.472,4,d,7,LASSEN,45.7,34.249256,-118.472492
I405-S,762606,HOV,69.872,1,d,7,DEVONSHIRE 1,46.1,34.255035,-118.472413
I405-S,717828,ML,69.872,6,d,7,DEVONSHIRE 1,46.1,34.255035,-118.472413
I405-N,771769,HOV,69.972,1,a,7,DEVONSHIRE 1,46.2,34.256535,-118.472044
I405-N,771767,ML,69.972,6,a,7,DEVONSHIRE 1,46.2,34.256535,-118.472044
I405-S,762608,HOV,69.982,1,d,7,DEVONSHIRE 2,46.21,34.256625,-118.472419
I405-S,717829,ML,69.982,6,d,7,DEVONSHIRE 2,46.21,34.256625,-118.472419
I405-S,771998,HOV,71.382,1,d,7,SAN FERNANDO,47.61,34.276797,-118.470607
I405-S,771997,ML,71.382,4,d,7,SAN FERNANDO,47.61,34.276797,-118.470607
I405-N,772012,HOV,71.712,1,a,7,RINALDI,47.94,34.281744,-118.468905
I405-N,772011,ML,71.712,3,a,7,RINALDI,47.94,34.281744,-118.468905
I405-N,774085,HOV,72.072,1,a,7,FM 5 to 405,48.3,34.287473,-118.467596
I405-N,772024,ML,72.072,3,a,7,FM 5 to 405,48.3,34.287473,-118.467596
I5-N,1210059,HOV,79.168,1,a,12,LAS RAMBLES,6.91,33.468032,-117.671714
I5-N,1204372,ML,79.168,4,a,12,LAS RAMBLES,6.91,33.468032,-117.671714
I5-N,1210061,HOV,79.718,1,a,12,CAPISTRANO,7.46,33.475073,-117.674271
I5-N,1204384,ML,79.718,4,a,12,CAPISTRANO,7.46,33.475073,-117.674271
I5-N,1210063,HOV,80.248,1,a,12,AEROPUERTO,7.99,33.481685,-117.669596
I5-N,1204395,ML,80.248,4,a,12,AEROPUERTO,7.99,33.481685,-117.669596
I5-N,1210066,HOV,80.898,1,a,12,S JUAN CREEK,8.64,33.489561,-117.663255
I5-N,1204409,ML,80.898,4,a,12,S JUAN CREEK,8.64,33.489561,-117.663255
I5-S,1210925,HOV,81.345,1,d,12,PLAZA,9.15,33.496001,-117.659442
I5-S,1210141,ML,81.345,4,d,12,PLAZA,9.15,33.496001,-117.659442
I5-N,1210927,HOV,81.408,1,a,12,PLAZA,9.15,33.495938,-117.659127
I5-N,1210926,ML,81.408,4,a,12,PLAZA,9.15,33.495938,-117.659127
I5-S,1210947,HOV,81.595,1,d,12,ORTEGA  1,9.4,33.499521,-117.658583
I5-S,1204415,ML,81.595,4,d,12,ORTEGA 1,9.4,33.499521,-117.658583
I5-S,1210956,HOV,81.885,1,d,12,ORTEGA  2,9.69,33.503672,-117.65892
I5-S,1210955,ML,81.885,4,d,12,ORTEGA  2,9.69,33.503672,-117.65892
I5-N,1210069,HOV,81.948,1,a,12,ORTEGA  2,9.69,33.503727,-117.658585
I5-N,1204422,ML,81.948,4,a,12,ORTEGA  2,9.69,33.503727,-117.658585
I5-S,1210973,HOV,82.295,1,d,12,EL HORNO,10.1,33.5093,-117.661127
I5-S,1210972,ML,82.295,5,d,12,EL HORNO,10.1,33.5093,-117.661127
I5-N,1210975,HOV,82.358,1,a,12,EL HORNO,10.1,33.50939,-117.660803
I5-N,1210974,ML,82.358,5,a,12,EL HORNO,10.1,33.50939,-117.660803
I5-S,1210994,HOV,82.595,1,d,12,SERRA PARK,10.4,33.513441,-117.662905
I5-S,1210993,ML,82.595,5,d,12,SERRA PARK,10.4,33.513441,-117.662905
I5-N,1210992,HOV,82.658,1,a,12,SERRA PARK,10.4,33.513534,-117.662568
I5-N,1210991,ML,82.658,5,a,12,SERRA PARK,10.4,33.513534,-117.662568
I5-S,1211846,HOV,82.895,1,d,12,JUNIPERO SERRA,10.7,33.517588,-117.664664
I5-S,1204428,ML,82.895,5,d,12,JUNIPERO SERRA,10.7,33.517588,-117.664664
I5-N,1210071,HOV,83.308,1,a,12,JUNIPERO SERRA,11.05,33.52247,-117.666382
I5-N,1204436,ML,83.308,5,a,12,JUNIPERO SERRA,11.05,33.52247,-117.666382
I5-S,1211087,HOV,83.565,1,d,12,TRABUCO,11.37,33.526418,-117.668912
I5-S,1204442,ML,83.565,6,d,12,TRABUCO,11.37,33.526418,-117.668912
I5-S,1211096,HOV,84.105,1,d,12,WILDWOOD,11.91,33.53231,-117.674919
I5-S,1204458,ML,84.105,6,d,12,WILDWOOD,11.91,33.53231,-117.674919
I5-N,1211108,HOV,84.518,1,a,12,S OF 73,12.26,33.537513,-117.674416
I5-N,1211107,ML,84.518,4,a,12,S OF 73,12.26,33.537513,-117.674416
I5-S,1211830,HOV,84.595,1,d,12,S of 73,12.4,33.539447,-117.674695
I5-S,1211829,ML,84.595,4,d,12,S of 73,12.4,33.539447,-117.674695
I5-S,1211818,HOV,84.995,1,d,12,AVERY 1,12.8,33.545217,-117.673404
I5-S,1211816,ML,84.995,4,d,12,AVERY 1,12.8,33.545217,-117.673404
I5-N,1210073,HOV,85.308,1,a,12,AVERY PARK,13.05,33.548817,-117.672686
I5-N,1204472,ML,85.308,4,a,12,AVERY PARK,13.05,33.548817,-117.672686
I5-S,1211801,HOV,85.795,1,d,12,CROWN VA1,13.6,33.556667,-117.673131
I5-S,1204478,ML,85.795,4,d,12,CROWN VA1,13.6,33.556667,-117.673131
I5-N,1210075,HOV,85.958,1,a,12,CROWN VA1,13.7,33.558096,-117.672848
I5-N,1204486,ML,85.958,4,a,12,CROWN VA1,13.7,33.558096,-117.672848
I5-N,1210078,HOV,86.128,1,a,12,CROWN VA2,13.87,33.560549,-117.672791
I5-N,1204501,ML,86.128,4,a,12,CROWN VA2,13.87,33.560549,-117.672791
I5-S,1213569,HOV,86.655,1,d,12,Faircourt,14.46,33.569098,-117.67216
I5-S,1213571,ML,86.655,4,d,12,Faircourt,14.46,33.569098,-117.67216
I5-N,1213568,HOV,86.718,1,a,12,FAIRCOURT,14.46,33.569099,-117.671844
I5-N,1213570,ML,86.718,5,a,12,FAIRCOURT,14.46,33.569099,-117.671844
I5-S,1211852,HOV,87.225,1,d,12,OSO PARK1,15.03,33.577397,-117.671983
I5-S,1204507,ML,87.225,4,d,12,OSO PARK1,15.03,33.577397,-117.671983
I5-N,1210081,HOV,87.388,1,a,12,OSO PARK1,15.13,33.578849,-117.67162
I5-N,1204515,ML,87.388,4,a,12,OSO PARK1,15.13,33.578849,-117.67162
I5-S,1211851,HOV,87.495,1,d,12,OSO PARK2,15.3,33.581316,-117.671925
I5-S,1204521,ML,87.495,4,d,12,OSO PARK2,15.3,33.581316,-117.671925
I5-N,1210083,HOV,87.608,1,a,12,OSO PARK2,15.35,33.582052,-117.67157
I5-N,1204532,ML,87.608,4,a,12,OSO PARK2,15.35,33.582052,-117.67157
